symbol,market,exchange,currency,name_kr,name_en,base_slug,ko_slug,en_slug
005850.KS,KOSPI,KRX,KRW,에스엘,005850,005850,에스엘-주가-전망,005850-stock-forecast
006040.KS,KOSPI,KRX,KRW,동원산업,006040,006040,동원산업-주가-전망,006040-stock-forecast
006280.KS,KOSPI,KRX,KRW,녹십자,006280,006280,녹십자-주가-전망,006280-stock-forecast
006800.KS,KOSPI,KRX,KRW,미래에셋증권,006800,006800,미래에셋증권-주가-전망,006800-stock-forecast
007660.KS,KOSPI,KRX,KRW,이수페타시스,007660,007660,이수페타시스-주가-전망,007660-stock-forecast
008770.KS,KOSPI,KRX,KRW,호텔신라,008770,008770,호텔신라-주가-전망,008770-stock-forecast
008930.KS,KOSPI,KRX,KRW,한미사이언스,008930,008930,한미사이언스-주가-전망,008930-stock-forecast
009420.KS,KOSPI,KRX,KRW,한올바이오파마,009420,009420,한올바이오파마-주가-전망,009420-stock-forecast
009540.KS,KOSPI,KRX,KRW,HD한국조선해양,009540,009540,HD한국조선해양-주가-전망,009540-stock-forecast
009830.KS,KOSPI,KRX,KRW,한화솔루션,009830,009830,한화솔루션-주가-전망,009830-stock-forecast
009970.KS,KOSPI,KRX,KRW,영원무역홀딩스,009970,009970,영원무역홀딩스-주가-전망,009970-stock-forecast
010140.KS,KOSPI,KRX,KRW,삼성중공업,010140,010140,삼성중공업-주가-전망,010140-stock-forecast
011070.KS,KOSPI,KRX,KRW,LG이노텍,011070,011070,LG이노텍-주가-전망,011070-stock-forecast
011170.KS,KOSPI,KRX,KRW,롯데케미칼,011170,011170,롯데케미칼-주가-전망,011170-stock-forecast
011210.KS,KOSPI,KRX,KRW,현대위아,011210,011210,현대위아-주가-전망,011210-stock-forecast
011780.KS,KOSPI,KRX,KRW,금호석유화학,011780,011780,금호석유화학-주가-전망,011780-stock-forecast
012450.KS,KOSPI,KRX,KRW,한화에어로스페이스,012450,012450,한화에어로스페이스-주가-전망,012450-stock-forecast
012510.KS,KOSPI,KRX,KRW,더존비즈온,012510,012510,더존비즈온-주가-전망,012510-stock-forecast
0126Z0.KS,KOSPI,KRX,KRW,삼성에피스홀딩스,0126z0,0126z0,삼성에피스홀딩스-주가-전망,0126z0-stock-forecast
012750.KS,KOSPI,KRX,KRW,에스원,012750,012750,에스원-주가-전망,012750-stock-forecast
014680.KS,KOSPI,KRX,KRW,한솔케미칼,014680,014680,한솔케미칼-주가-전망,014680-stock-forecast
016360.KS,KOSPI,KRX,KRW,삼성증권,016360,016360,삼성증권-주가-전망,016360-stock-forecast
017800.KS,KOSPI,KRX,KRW,현대엘리베이터,017800,017800,현대엘리베이터-주가-전망,017800-stock-forecast
017960.KS,KOSPI,KRX,KRW,한국카본,017960,017960,한국카본-주가-전망,017960-stock-forecast
018670.KS,KOSPI,KRX,KRW,SK가스,018670,018670,SK가스-주가-전망,018670-stock-forecast
018880.KS,KOSPI,KRX,KRW,한온시스템,018880,018880,한온시스템-주가-전망,018880-stock-forecast
020150.KS,KOSPI,KRX,KRW,롯데에너지머티리얼즈,020150,020150,롯데에너지머티리얼즈-주가-전망,020150-stock-forecast
021240.KS,KOSPI,KRX,KRW,코웨이,021240,021240,코웨이-주가-전망,021240-stock-forecast
023530.KS,KOSPI,KRX,KRW,롯데쇼핑,023530,023530,롯데쇼핑-주가-전망,023530-stock-forecast
023590.KS,KOSPI,KRX,KRW,다우기술,023590,023590,다우기술-주가-전망,023590-stock-forecast
026960.KS,KOSPI,KRX,KRW,동서,026960,026960,동서-주가-전망,026960-stock-forecast
028670.KS,KOSPI,KRX,KRW,팬오션,028670,028670,팬오션-주가-전망,028670-stock-forecast
029780.KS,KOSPI,KRX,KRW,삼성카드,029780,029780,삼성카드-주가-전망,029780-stock-forecast
030000.KS,KOSPI,KRX,KRW,제일기획,030000,030000,제일기획-주가-전망,030000-stock-forecast
031210.KS,KOSPI,KRX,KRW,서울보증보험,031210,031210,서울보증보험-주가-전망,031210-stock-forecast
032350.KS,KOSPI,KRX,KRW,롯데관광개발,032350,032350,롯데관광개발-주가-전망,032350-stock-forecast
032640.KS,KOSPI,KRX,KRW,LG유플러스,032640,032640,LG유플러스-주가-전망,032640-stock-forecast
034220.KS,KOSPI,KRX,KRW,LG디스플레이,034220,034220,LG디스플레이-주가-전망,034220-stock-forecast
035250.KS,KOSPI,KRX,KRW,강원랜드,035250,035250,강원랜드-주가-전망,035250-stock-forecast
035720.KS,KOSPI,KRX,KRW,카카오,035720,035720,카카오-주가-전망,035720-stock-forecast
036460.KS,KOSPI,KRX,KRW,한국가스공사,036460,036460,한국가스공사-주가-전망,036460-stock-forecast
039490.KS,KOSPI,KRX,KRW,키움증권,039490,039490,키움증권-주가-전망,039490-stock-forecast
042660.KS,KOSPI,KRX,KRW,한화오션,042660,042660,한화오션-주가-전망,042660-stock-forecast
042700.KS,KOSPI,KRX,KRW,한미반도체,042700,042700,한미반도체-주가-전망,042700-stock-forecast
047040.KS,KOSPI,KRX,KRW,대우건설,047040,047040,대우건설-주가-전망,047040-stock-forecast
047810.KS,KOSPI,KRX,KRW,한국항공우주,047810,047810,한국항공우주-주가-전망,047810-stock-forecast
051900.KS,KOSPI,KRX,KRW,LG생활건강,051900,051900,LG생활건강-주가-전망,051900-stock-forecast
052690.KS,KOSPI,KRX,KRW,한전기술,052690,052690,한전기술-주가-전망,052690-stock-forecast
062040.KS,KOSPI,KRX,KRW,산일전기,062040,062040,산일전기-주가-전망,062040-stock-forecast
064350.KS,KOSPI,KRX,KRW,현대로템,064350,064350,현대로템-주가-전망,064350-stock-forecast
064400.KS,KOSPI,KRX,KRW,LG씨엔에스,064400,064400,LG씨엔에스-주가-전망,064400-stock-forecast
066970.KS,KOSPI,KRX,KRW,엘앤에프,066970,066970,엘앤에프-주가-전망,066970-stock-forecast
069620.KS,KOSPI,KRX,KRW,대웅제약,069620,069620,대웅제약-주가-전망,069620-stock-forecast
069960.KS,KOSPI,KRX,KRW,현대백화점,069960,069960,현대백화점-주가-전망,069960-stock-forecast
071050.KS,KOSPI,KRX,KRW,한국금융지주,071050,071050,한국금융지주-주가-전망,071050-stock-forecast
071970.KS,KOSPI,KRX,KRW,HD현대마린엔진,071970,071970,HD현대마린엔진-주가-전망,071970-stock-forecast
073240.KS,KOSPI,KRX,KRW,금호타이어,073240,073240,금호타이어-주가-전망,073240-stock-forecast
081660.KS,KOSPI,KRX,KRW,미스토홀딩스,081660,081660,미스토홀딩스-주가-전망,081660-stock-forecast
082740.KS,KOSPI,KRX,KRW,한화엔진,082740,082740,한화엔진-주가-전망,082740-stock-forecast
085620.KS,KOSPI,KRX,KRW,미래에셋생명,085620,085620,미래에셋생명-주가-전망,085620-stock-forecast
086280.KS,KOSPI,KRX,KRW,현대글로비스,086280,086280,현대글로비스-주가-전망,086280-stock-forecast
088350.KS,KOSPI,KRX,KRW,한화생명,088350,088350,한화생명-주가-전망,088350-stock-forecast
088980.KS,KOSPI,KRX,KRW,맥쿼리인프라,088980,088980,맥쿼리인프라-주가-전망,088980-stock-forecast
090430.KS,KOSPI,KRX,KRW,아모레퍼시픽,090430,090430,아모레퍼시픽-주가-전망,090430-stock-forecast
097950.KS,KOSPI,KRX,KRW,CJ제일제당,097950,097950,CJ제일제당-주가-전망,097950-stock-forecast
103140.KS,KOSPI,KRX,KRW,풍산,103140,103140,풍산-주가-전망,103140-stock-forecast
103590.KS,KOSPI,KRX,KRW,일진전기,103590,103590,일진전기-주가-전망,103590-stock-forecast
111770.KS,KOSPI,KRX,KRW,영원무역,111770,111770,영원무역-주가-전망,111770-stock-forecast
112610.KS,KOSPI,KRX,KRW,씨에스윈드,112610,112610,씨에스윈드-주가-전망,112610-stock-forecast
120110.KS,KOSPI,KRX,KRW,코오롱인더,120110,120110,코오롱인더-주가-전망,120110-stock-forecast
128940.KS,KOSPI,KRX,KRW,한미약품,128940,128940,한미약품-주가-전망,128940-stock-forecast
138040.KS,KOSPI,KRX,KRW,메리츠금융지주,138040,138040,메리츠금융지주-주가-전망,138040-stock-forecast
139480.KS,KOSPI,KRX,KRW,이마트,139480,139480,이마트-주가-전망,139480-stock-forecast
161390.KS,KOSPI,KRX,KRW,한국타이어앤테크놀로지,161390,161390,한국타이어앤테크놀로지-주가-전망,161390-stock-forecast
161890.KS,KOSPI,KRX,KRW,한국콜마,161890,161890,한국콜마-주가-전망,161890-stock-forecast
180640.KS,KOSPI,KRX,KRW,한진칼,180640,180640,한진칼-주가-전망,180640-stock-forecast
192820.KS,KOSPI,KRX,KRW,코스맥스,192820,192820,코스맥스-주가-전망,192820-stock-forecast
241560.KS,KOSPI,KRX,KRW,두산밥캣,241560,241560,두산밥캣-주가-전망,241560-stock-forecast
251270.KS,KOSPI,KRX,KRW,넷마블,251270,251270,넷마블-주가-전망,251270-stock-forecast
259960.KS,KOSPI,KRX,KRW,크래프톤,259960,259960,크래프톤-주가-전망,259960-stock-forecast
267250.KS,KOSPI,KRX,KRW,HD현대,267250,267250,HD현대-주가-전망,267250-stock-forecast
267260.KS,KOSPI,KRX,KRW,HD현대일렉트릭,267260,267260,HD현대일렉트릭-주가-전망,267260-stock-forecast
267270.KS,KOSPI,KRX,KRW,HD건설기계,267270,267270,HD건설기계-주가-전망,267270-stock-forecast
271560.KS,KOSPI,KRX,KRW,오리온,271560,271560,오리온-주가-전망,271560-stock-forecast
272210.KS,KOSPI,KRX,KRW,한화시스템,272210,272210,한화시스템-주가-전망,272210-stock-forecast
278470.KS,KOSPI,KRX,KRW,에이피알,278470,278470,에이피알-주가-전망,278470-stock-forecast
279570.KS,KOSPI,KRX,KRW,케이뱅크,279570,279570,케이뱅크-주가-전망,279570-stock-forecast
298020.KS,KOSPI,KRX,KRW,효성티앤씨,298020,298020,효성티앤씨-주가-전망,298020-stock-forecast
298040.KS,KOSPI,KRX,KRW,효성중공업,298040,298040,효성중공업-주가-전망,298040-stock-forecast
302440.KS,KOSPI,KRX,KRW,SK바이오사이언스,302440,302440,SK바이오사이언스-주가-전망,302440-stock-forecast
307950.KS,KOSPI,KRX,KRW,현대오토에버,307950,307950,현대오토에버-주가-전망,307950-stock-forecast
316140.KS,KOSPI,KRX,KRW,우리금융지주,316140,316140,우리금융지주-주가-전망,316140-stock-forecast
323410.KS,KOSPI,KRX,KRW,카카오뱅크,323410,323410,카카오뱅크-주가-전망,323410-stock-forecast
326030.KS,KOSPI,KRX,KRW,SK바이오팜,326030,326030,SK바이오팜-주가-전망,326030-stock-forecast
329180.KS,KOSPI,KRX,KRW,HD현대중공업,329180,329180,HD현대중공업-주가-전망,329180-stock-forecast
336260.KS,KOSPI,KRX,KRW,두산퓨얼셀,336260,336260,두산퓨얼셀-주가-전망,336260-stock-forecast
353200.KS,KOSPI,KRX,KRW,대덕전자,353200,353200,대덕전자-주가-전망,353200-stock-forecast
361610.KS,KOSPI,KRX,KRW,SK아이이테크놀로지,361610,361610,SK아이이테크놀로지-주가-전망,361610-stock-forecast
373220.KS,KOSPI,KRX,KRW,LG에너지솔루션,373220,373220,LG에너지솔루션-주가-전망,373220-stock-forecast
377300.KS,KOSPI,KRX,KRW,카카오페이,377300,377300,카카오페이-주가-전망,377300-stock-forecast
395400.KS,KOSPI,KRX,KRW,SK리츠,395400,395400,SK리츠-주가-전망,395400-stock-forecast
402340.KS,KOSPI,KRX,KRW,SK스퀘어,402340,402340,SK스퀘어-주가-전망,402340-stock-forecast
439260.KS,KOSPI,KRX,KRW,대한조선,439260,439260,대한조선-주가-전망,439260-stock-forecast
443060.KS,KOSPI,KRX,KRW,HD현대마린솔루션,443060,443060,HD현대마린솔루션-주가-전망,443060-stock-forecast
450080.KS,KOSPI,KRX,KRW,에코프로머티,450080,450080,에코프로머티-주가-전망,450080-stock-forecast
454910.KS,KOSPI,KRX,KRW,두산로보틱스,454910,454910,두산로보틱스-주가-전망,454910-stock-forecast
457190.KS,KOSPI,KRX,KRW,이수스페셜티케미컬,457190,457190,이수스페셜티케미컬-주가-전망,457190-stock-forecast
462870.KS,KOSPI,KRX,KRW,시프트업,462870,462870,시프트업-주가-전망,462870-stock-forecast
475150.KS,KOSPI,KRX,KRW,SK이터닉스,475150,475150,SK이터닉스-주가-전망,475150-stock-forecast
483650.KS,KOSPI,KRX,KRW,달바글로벌,483650,483650,달바글로벌-주가-전망,483650-stock-forecast
489790.KS,KOSPI,KRX,KRW,한화비전,489790,489790,한화비전-주가-전망,489790-stock-forecast
282330.KS,KOSPI,KRX,KRW,BGF리테일,Bgf,bgf,BGF리테일-주가-전망,bgf-stock-forecast
138930.KS,KOSPI,KRX,KRW,BNK금융지주,BNK,bnk,BNK금융지주-주가-전망,bnk-stock-forecast
068270.KS,KOSPI,KRX,KRW,셀트리온,Celltrion,celltrion,셀트리온-주가-전망,celltrion-stock-forecast
375500.KS,KOSPI,KRX,KRW,DL이앤씨,Dl,dl,DL이앤씨-주가-전망,dl-stock-forecast
007340.KS,KOSPI,KRX,KRW,DN오토모티브,Dn,dn,DN오토모티브-주가-전망,dn-stock-forecast
034020.KS,KOSPI,KRX,KRW,두산에너빌리티,Doosan Enerbility,doosan-enerbility,두산에너빌리티-주가-전망,doosan-enerbility-stock-forecast
022100.KS,KOSPI,KRX,KRW,포스코DX,Dx,dx,포스코DX-주가-전망,dx-stock-forecast
028050.KS,KOSPI,KRX,KRW,삼성E&A,E And A,e-and-a,삼성E-A-주가-전망,e-and-a-stock-forecast
383220.KS,KOSPI,KRX,KRW,F&F,F&F,f-and-f,f-f-주가-전망,f-and-f-stock-forecast
006360.KS,KOSPI,KRX,KRW,GS건설,GS,gs,GS건설-주가-전망,gs-stock-forecast
007070.KS,KOSPI,KRX,KRW,GS리테일,GS 2,gs-2,GS리테일-주가-전망,gs-2-stock-forecast
078930.KS,KOSPI,KRX,KRW,GS,GS,gs-3,gs-주가-전망,gs-3-stock-forecast
086790.KS,KOSPI,KRX,KRW,하나금융지주,Hana Financial Group,hana-financial-group,하나금융지주-주가-전망,hana-financial-group-stock-forecast
097230.KS,KOSPI,KRX,KRW,HJ중공업,Hj,hj,HJ중공업-주가-전망,hj-stock-forecast
204320.KS,KOSPI,KRX,KRW,HL만도,Hl,hl,HL만도-주가-전망,hl-stock-forecast
011200.KS,KOSPI,KRX,KRW,HMM,HMM,hmm,hmm-주가-전망,hmm-stock-forecast
352820.KS,KOSPI,KRX,KRW,하이브,HYBE,hybe,하이브-주가-전망,hybe-stock-forecast
012330.KS,KOSPI,KRX,KRW,현대모비스,Hyundai Mobis,hyundai-mobis,현대모비스-주가-전망,hyundai-mobis-stock-forecast
005380.KS,KOSPI,KRX,KRW,현대차,Hyundai Motor,hyundai-motor,현대차-주가-전망,hyundai-motor-stock-forecast
024110.KS,KOSPI,KRX,KRW,기업은행,Ibk,ibk,기업은행-주가-전망,ibk-stock-forecast
139130.KS,KOSPI,KRX,KRW,iM금융지주,Im,im,iM금융지주-주가-전망,im-stock-forecast
175330.KS,KOSPI,KRX,KRW,JB금융지주,JB,jb,JB금융지주-주가-전망,jb-stock-forecast
105560.KS,KOSPI,KRX,KRW,KB금융,KB Financial,kb-financial,KB금융-주가-전망,kb-financial-stock-forecast
002380.KS,KOSPI,KRX,KRW,KCC,KCC,kcc,kcc-주가-전망,kcc-stock-forecast
015760.KS,KOSPI,KRX,KRW,한국전력,Kepco,kepco,한국전력-주가-전망,kepco-stock-forecast
000270.KS,KOSPI,KRX,KRW,기아,Kia,kia,기아-주가-전망,kia-stock-forecast
010130.KS,KOSPI,KRX,KRW,고려아연,Korea Zinc,korea-zinc,고려아연-주가-전망,korea-zinc-stock-forecast
051600.KS,KOSPI,KRX,KRW,한전KPS,Kps,kps,한전KPS-주가-전망,kps-stock-forecast
030200.KS,KOSPI,KRX,KRW,KT,KT,kt,kt-주가-전망,kt-stock-forecast
033780.KS,KOSPI,KRX,KRW,KT&G,KT&G,kt-and-g,kt-g-주가-전망,kt-and-g-stock-forecast
051910.KS,KOSPI,KRX,KRW,LG화학,LG Chem,lg-chem,LG화학-주가-전망,lg-chem-stock-forecast
066570.KS,KOSPI,KRX,KRW,LG전자,LG Electronics,lg-electronics,LG전자-주가-전망,lg-electronics-stock-forecast
079550.KS,KOSPI,KRX,KRW,LIG넥스원,Lig,lig,LIG넥스원-주가-전망,lig-stock-forecast
006260.KS,KOSPI,KRX,KRW,LS,LS,ls,ls-주가-전망,ls-stock-forecast
010120.KS,KOSPI,KRX,KRW,LS ELECTRIC,LS ELECTRIC,ls-electric,ls-electric-주가-전망,ls-electric-stock-forecast
035420.KS,KOSPI,KRX,KRW,NAVER,NAVER,naver,naver-주가-전망,naver-stock-forecast
036570.KS,KOSPI,KRX,KRW,엔씨소프트,Ncsoft,ncsoft,엔씨소프트-주가-전망,ncsoft-stock-forecast
005940.KS,KOSPI,KRX,KRW,NH투자증권,NH,nh,NH투자증권-주가-전망,nh-stock-forecast
010060.KS,KOSPI,KRX,KRW,OCI홀딩스,Oci,oci,OCI홀딩스-주가-전망,oci-stock-forecast
034230.KS,KOSPI,KRX,KRW,파라다이스,Paradise,paradise,파라다이스-주가-전망,paradise-stock-forecast
005490.KS,KOSPI,KRX,KRW,POSCO홀딩스,POSCO,posco,POSCO홀딩스-주가-전망,posco-stock-forecast
003670.KS,KOSPI,KRX,KRW,포스코퓨처엠,POSCO Holdings,posco-holdings,포스코퓨처엠-주가-전망,posco-holdings-stock-forecast
047050.KS,KOSPI,KRX,KRW,포스코인터내셔널,POSCO International,posco-international,포스코인터내셔널-주가-전망,posco-international-stock-forecast
010950.KS,KOSPI,KRX,KRW,S-Oil,S-Oil,s-oil,s-oil-주가-전망,s-oil-stock-forecast
207940.KS,KOSPI,KRX,KRW,삼성바이오로직스,Samsung Biologics,samsung-biologics,삼성바이오로직스-주가-전망,samsung-biologics-stock-forecast
028260.KS,KOSPI,KRX,KRW,삼성물산,Samsung C T,samsung-c-t,삼성물산-주가-전망,samsung-c-t-stock-forecast
009150.KS,KOSPI,KRX,KRW,삼성전기,Samsung Electro Mechanics,samsung-electro-mechanics,삼성전기-주가-전망,samsung-electro-mechanics-stock-forecast
005930.KS,KOSPI,KRX,KRW,삼성전자,Samsung Electronics,samsung-electronics,삼성전자-주가-전망,samsung-electronics-stock-forecast
032830.KS,KOSPI,KRX,KRW,삼성생명,Samsung Life,samsung-life,삼성생명-주가-전망,samsung-life-stock-forecast
006400.KS,KOSPI,KRX,KRW,삼성SDI,Samsung Sdi,samsung-sdi,삼성SDI-주가-전망,samsung-sdi-stock-forecast
018260.KS,KOSPI,KRX,KRW,삼성에스디에스,Samsung Sds,samsung-sds,삼성에스디에스-주가-전망,samsung-sds-stock-forecast
055550.KS,KOSPI,KRX,KRW,신한지주,Shinhan Financial,shinhan-financial,신한지주-주가-전망,shinhan-financial-stock-forecast
000660.KS,KOSPI,KRX,KRW,SK하이닉스,SK Hynix,sk-hynix,SK하이닉스-주가-전망,sk-hynix-stock-forecast
034730.KS,KOSPI,KRX,KRW,SK,SK,sk-inc,sk-주가-전망,sk-inc-stock-forecast
096770.KS,KOSPI,KRX,KRW,SK이노베이션,SK Innovation,sk-innovation,SK이노베이션-주가-전망,sk-innovation-stock-forecast
017670.KS,KOSPI,KRX,KRW,SK텔레콤,SK Telecom,sk-telecom,SK텔레콤-주가-전망,sk-telecom-stock-forecast
011790.KS,KOSPI,KRX,KRW,SKC,SKC,skc,skc-주가-전망,skc-stock-forecast
003570.KS,KOSPI,KRX,KRW,SNT다이내믹스,Snt,snt,SNT다이내믹스-주가-전망,snt-stock-forecast
ABVX,NASDAQ,NASDAQ,USD,Abivax SA,Abivax SA,abivax-sa,abivax-sa-주가-전망,abivax-sa-stock-forecast
ADBE,NASDAQ,NASDAQ,USD,어도비,Adobe Inc.,adobe,어도비-주가-전망,adobe-stock-forecast
AEIS,NASDAQ,NASDAQ,USD,"Advanced Energy Industries, Inc","Advanced Energy Industries, Inc",advanced-energy-industries-inc,advanced-energy-industries-inc-주가-전망,advanced-energy-industries-inc-stock-forecast
AVAV,NASDAQ,NASDAQ,USD,"AeroVironment, Inc.","AeroVironment, Inc.",aerovironment-inc,aerovironment-inc-주가-전망,aerovironment-inc-stock-forecast
AFRM,NASDAQ,NASDAQ,USD,어펌,"Affirm Holdings, Inc.",affirm-holdings-inc,어펌-주가-전망,affirm-holdings-inc-stock-forecast
AGNC,NASDAQ,NASDAQ,USD,AGNC 인베스트먼트,AGNC Investment Corp.,agnc-investment-corp,AGNC-인베스트먼트-주가-전망,agnc-investment-corp-stock-forecast
AGNCM,NASDAQ,NASDAQ,USD,AGNC Investment Corp. - Deposit,AGNC Investment Corp. - Deposit,agnc-investment-corp-deposit,agnc-investment-corp-deposit-주가-전망,agnc-investment-corp-deposit-stock-forecast
AGNCN,NASDAQ,NASDAQ,USD,AGNC Investment Corp. - Deposit,AGNC Investment Corp. - Deposit,agnc-investment-corp-deposit-2,agnc-investment-corp-deposit-주가-전망-agncn,agnc-investment-corp-deposit-2-stock-forecast
ABNB,NASDAQ,NASDAQ,USD,에어비앤비,"Airbnb, Inc.",airbnb-inc,에어비앤비-주가-전망,airbnb-inc-stock-forecast
AKAM,NASDAQ,NASDAQ,USD,아카마이 테크놀로지,"Akamai Technologies, Inc.",akamai-technologies-inc,아카마이-테크놀로지-주가-전망,akamai-technologies-inc-stock-forecast
ALGN,NASDAQ,NASDAQ,USD,얼라인 테크놀로지,"Align Technology, Inc.",align-technology-inc,얼라인-테크놀로지-주가-전망,align-technology-inc-stock-forecast
LNT,NASDAQ,NASDAQ,USD,Alliant Energy Corporation,Alliant Energy Corporation,alliant-energy-corporation,alliant-energy-corporation-주가-전망,alliant-energy-corporation-stock-forecast
ALNY,NASDAQ,NASDAQ,USD,알나일람 파마슈티컬스,"Alnylam Pharmaceuticals, Inc.",alnylam-pharmaceuticals-inc,알나일람-파마슈티컬스-주가-전망,alnylam-pharmaceuticals-inc-stock-forecast
GOOGL,NASDAQ,NASDAQ,USD,알파벳 A,Alphabet Inc.,alphabet,알파벳-A-주가-전망,alphabet-stock-forecast
GOOG,NASDAQ,NASDAQ,USD,알파벳 C,Alphabet Inc.,alphabet-inc,알파벳-C-주가-전망,alphabet-inc-stock-forecast
AMZN,NASDAQ,NASDAQ,USD,아마존,"Amazon.com, Inc.",amazon,아마존-주가-전망,amazon-stock-forecast
AMD,NASDAQ,NASDAQ,USD,AMD,"Advanced Micro Devices, Inc.",amd,amd-주가-전망,amd-stock-forecast
AEP,NASDAQ,NASDAQ,USD,아메리칸 일렉트릭 파워,American Electric Power Company,american-electric-power-company,아메리칸-일렉트릭-파워-주가-전망,american-electric-power-company-stock-forecast
AMGN,NASDAQ,NASDAQ,USD,암젠,Amgen Inc.,amgen-inc,암젠-주가-전망,amgen-inc-stock-forecast
AMKR,NASDAQ,NASDAQ,USD,앰코 테크놀로지,"Amkor Technology, Inc.",amkor-technology-inc,앰코-테크놀로지-주가-전망,amkor-technology-inc-stock-forecast
ADI,NASDAQ,NASDAQ,USD,아나로그 디바이시스,"Analog Devices, Inc.",analog-devices-inc,아나로그-디바이시스-주가-전망,analog-devices-inc-stock-forecast
APA,NASDAQ,NASDAQ,USD,APA,APA Corporation,apa-corporation,apa-주가-전망,apa-corporation-stock-forecast
AAPL,NASDAQ,NASDAQ,USD,애플,Apple Inc.,apple,애플-주가-전망,apple-stock-forecast
AMAT,NASDAQ,NASDAQ,USD,어플라이드 머티어리얼즈,"Applied Materials, Inc.",applied-materials-inc,어플라이드-머티어리얼즈-주가-전망,applied-materials-inc-stock-forecast
APP,NASDAQ,NASDAQ,USD,앱러빈,Applovin Corporation,applovin-corporation,앱러빈-주가-전망,applovin-corporation-stock-forecast
ACGL,NASDAQ,NASDAQ,USD,아치 캐피털 그룹,Arch Capital Group Ltd.,arch-capital-group-ltd,아치-캐피털-그룹-주가-전망,arch-capital-group-ltd-stock-forecast
ACGLO,NASDAQ,NASDAQ,USD,Arch Capital Group Ltd. - Depos,Arch Capital Group Ltd. - Depos,arch-capital-group-ltd-depos,arch-capital-group-ltd-depos-주가-전망,arch-capital-group-ltd-depos-stock-forecast
ARCC,NASDAQ,NASDAQ,USD,아레스 캐피털,Ares Capital Corporation,ares-capital-corporation,아레스-캐피털-주가-전망,ares-capital-corporation-stock-forecast
ARGX,NASDAQ,NASDAQ,USD,아젠엑스,argenx SE,argenx-se,아젠엑스-주가-전망,argenx-se-stock-forecast
ARM,NASDAQ,NASDAQ,USD,암 홀딩스,Arm Holdings plc,arm-holdings-plc,암-홀딩스-주가-전망,arm-holdings-plc-stock-forecast
ASND,NASDAQ,NASDAQ,USD,아센디스 파마,Ascendis Pharma A/S,ascendis-pharma-a-s,아센디스-파마-주가-전망,ascendis-pharma-a-s-stock-forecast
ASML,NASDAQ,NASDAQ,USD,ASML,ASML Holding N.V. - New York Re,asml-holding-n-v-new-york-re,asml-주가-전망,asml-holding-n-v-new-york-re-stock-forecast
ASTS,NASDAQ,NASDAQ,USD,AST 스페이스모바일,"AST SpaceMobile, Inc.",ast-spacemobile-inc,AST-스페이스모바일-주가-전망,ast-spacemobile-inc-stock-forecast
ALAB,NASDAQ,NASDAQ,USD,아스테라 랩스,"Astera Labs, Inc.",astera-labs-inc,아스테라-랩스-주가-전망,astera-labs-inc-stock-forecast
TEAM,NASDAQ,NASDAQ,USD,아틀라시안,Atlassian Corporation,atlassian-corporation,아틀라시안-주가-전망,atlassian-corporation-stock-forecast
ADSK,NASDAQ,NASDAQ,USD,오토데스크,"Autodesk, Inc.",autodesk-inc,오토데스크-주가-전망,autodesk-inc-stock-forecast
ADP,NASDAQ,NASDAQ,USD,오토매틱 데이터 프로세싱,"Automatic Data Processing, Inc.",automatic-data-processing-inc,오토매틱-데이터-프로세싱-주가-전망,automatic-data-processing-inc-stock-forecast
AXON,NASDAQ,NASDAQ,USD,액손 엔터프라이즈,"Axon Enterprise, Inc.",axon-enterprise-inc,액손-엔터프라이즈-주가-전망,axon-enterprise-inc-stock-forecast
BIDU,NASDAQ,NASDAQ,USD,바이두,"Baidu, Inc.",baidu-inc,바이두-주가-전망,baidu-inc-stock-forecast
BKR,NASDAQ,NASDAQ,USD,베이커휴즈,Baker Hughes Company,baker-hughes-company,베이커휴즈-주가-전망,baker-hughes-company-stock-forecast
BSY,NASDAQ,NASDAQ,USD,벤틀리 시스템즈,"Bentley Systems, Incorporated",bentley-systems-incorporated,벤틀리-시스템즈-주가-전망,bentley-systems-incorporated-stock-forecast
ONC,NASDAQ,NASDAQ,USD,BeOne Medicines Ltd.,BeOne Medicines Ltd.,beone-medicines-ltd,beone-medicines-ltd-주가-전망,beone-medicines-ltd-stock-forecast
BILI,NASDAQ,NASDAQ,USD,빌리빌리,Bilibili Inc.,bilibili-inc,빌리빌리-주가-전망,bilibili-inc-stock-forecast
BIIB,NASDAQ,NASDAQ,USD,바이오젠,Biogen Inc.,biogen-inc,바이오젠-주가-전망,biogen-inc-stock-forecast
BMRN,NASDAQ,NASDAQ,USD,바이오마린,BioMarin Pharmaceutical Inc.,biomarin-pharmaceutical-inc,바이오마린-주가-전망,biomarin-pharmaceutical-inc-stock-forecast
BNTX,NASDAQ,NASDAQ,USD,바이오엔테크,BioNTech SE,biontech-se,바이오엔테크-주가-전망,biontech-se-stock-forecast
BKNG,NASDAQ,NASDAQ,USD,부킹홀딩스,Booking Holdings Inc. Common St,booking-holdings-inc-common-st,부킹홀딩스-주가-전망,booking-holdings-inc-common-st-stock-forecast
BBIO,NASDAQ,NASDAQ,USD,"BridgeBio Pharma, Inc.","BridgeBio Pharma, Inc.",bridgebio-pharma-inc,bridgebio-pharma-inc-주가-전망,bridgebio-pharma-inc-stock-forecast
