symbol,market,exchange,currency,name_kr,name_en,base_slug,ko_slug,en_slug
AVGO,NASDAQ,NASDAQ,USD,브로드컴,Broadcom Inc.,broadcom,브로드컴-주가-전망,broadcom-stock-forecast
BPYPP,NASDAQ,NASDAQ,USD,Brookfield Property Partners L.,Brookfield Property Partners L.,brookfield-property-partners-l,brookfield-property-partners-l-주가-전망,brookfield-property-partners-l-stock-forecast
CHRW,NASDAQ,NASDAQ,USD,C.H. 로빈슨,"C.H. Robinson Worldwide, Inc.",c-h-robinson-worldwide-inc,CH-로빈슨-주가-전망,c-h-robinson-worldwide-inc-stock-forecast
CDNS,NASDAQ,NASDAQ,USD,케이던스,"Cadence Design Systems, Inc.",cadence-design-systems-inc,케이던스-주가-전망,cadence-design-systems-inc-stock-forecast
CASY,NASDAQ,NASDAQ,USD,케이시스 제너럴 스토어스,"Caseys General Stores, Inc.",caseys-general-stores-inc,케이시스-제너럴-스토어스-주가-전망,caseys-general-stores-inc-stock-forecast
CDW,NASDAQ,NASDAQ,USD,CDW,CDW Corporation,cdw-corporation,cdw-주가-전망,cdw-corporation-stock-forecast
CELH,NASDAQ,NASDAQ,USD,셀시우스 홀딩스,"Celsius Holdings, Inc.",celsius-holdings-inc,셀시우스-홀딩스-주가-전망,celsius-holdings-inc-stock-forecast
CHTR,NASDAQ,NASDAQ,USD,차터 커뮤니케이션스,"Charter Communications, Inc.",charter-communications-inc,차터-커뮤니케이션스-주가-전망,charter-communications-inc-stock-forecast
CHKP,NASDAQ,NASDAQ,USD,체크포인트 소프트웨어,Check Point Software Technologi,check-point-software-technologi,체크포인트-소프트웨어-주가-전망,check-point-software-technologi-stock-forecast
CINF,NASDAQ,NASDAQ,USD,신시내티 파이낸셜,Cincinnati Financial Corporatio,cincinnati-financial-corporatio,신시내티-파이낸셜-주가-전망,cincinnati-financial-corporatio-stock-forecast
CTAS,NASDAQ,NASDAQ,USD,신타스,Cintas Corporation,cintas-corporation,신타스-주가-전망,cintas-corporation-stock-forecast
CSCO,NASDAQ,NASDAQ,USD,시스코 시스템즈,"Cisco Systems, Inc.",cisco-systems-inc,시스코-시스템즈-주가-전망,cisco-systems-inc-stock-forecast
CME,NASDAQ,NASDAQ,USD,CME Group Inc.,CME Group Inc.,cme-group-inc,cme-group-inc-주가-전망,cme-group-inc-stock-forecast
COKE,NASDAQ,NASDAQ,USD,코카콜라 콘솔리데이티드,"Coca-Cola Consolidated, Inc.",coca-cola-consolidated-inc,코카콜라-콘솔리데이티드-주가-전망,coca-cola-consolidated-inc-stock-forecast
CCEP,NASDAQ,NASDAQ,USD,코카콜라 유로퍼시픽,Coca-Cola Europacific Partners,coca-cola-europacific-partners,코카콜라-유로퍼시픽-주가-전망,coca-cola-europacific-partners-stock-forecast
CTSH,NASDAQ,NASDAQ,USD,코그니전트,Cognizant Technology Solutions,cognizant-technology-solutions,코그니전트-주가-전망,cognizant-technology-solutions-stock-forecast
COIN,NASDAQ,NASDAQ,USD,코인베이스,"Coinbase Global, Inc. - 3",coinbase,코인베이스-주가-전망,coinbase-stock-forecast
CMCSA,NASDAQ,NASDAQ,USD,컴캐스트,Comcast Corporation,comcast-corporation,컴캐스트-주가-전망,comcast-corporation-stock-forecast
CEG,NASDAQ,NASDAQ,USD,콘스텔레이션 에너지,Constellation Energy Corporatio,constellation-energy-corporatio,콘스텔레이션-에너지-주가-전망,constellation-energy-corporatio-stock-forecast
CPRT,NASDAQ,NASDAQ,USD,코파트,"Copart, Inc.",copart-inc,코파트-주가-전망,copart-inc-stock-forecast
CRWV,NASDAQ,NASDAQ,USD,"CoreWeave, Inc.","CoreWeave, Inc.",coreweave-inc,coreweave-inc-주가-전망,coreweave-inc-stock-forecast
CSGP,NASDAQ,NASDAQ,USD,"CoStar Group, Inc.","CoStar Group, Inc.",costar-group-inc,costar-group-inc-주가-전망,costar-group-inc-stock-forecast
COST,NASDAQ,NASDAQ,USD,코스트코,Costco Wholesale Corporation,costco-wholesale-corporation,코스트코-주가-전망,costco-wholesale-corporation-stock-forecast
CRDO,NASDAQ,NASDAQ,USD,Credo Technology Group Holding,Credo Technology Group Holding,credo-technology-group-holding,credo-technology-group-holding-주가-전망,credo-technology-group-holding-stock-forecast
CRWD,NASDAQ,NASDAQ,USD,크라우드스트라이크,"CrowdStrike Holdings, Inc.",crowdstrike-holdings-inc,크라우드스트라이크-주가-전망,crowdstrike-holdings-inc-stock-forecast
CSX,NASDAQ,NASDAQ,USD,CSX,CSX Corporation,csx-corporation,csx-주가-전망,csx-corporation-stock-forecast
DDOG,NASDAQ,NASDAQ,USD,데이터독,"Datadog, Inc.",datadog-inc,데이터독-주가-전망,datadog-inc-stock-forecast
DXCM,NASDAQ,NASDAQ,USD,덱스컴,"DexCom, Inc.",dexcom-inc,덱스컴-주가-전망,dexcom-inc-stock-forecast
FANG,NASDAQ,NASDAQ,USD,다이아몬드백 에너지,"Diamondback Energy, Inc.",diamondback-energy-inc,다이아몬드백-에너지-주가-전망,diamondback-energy-inc-stock-forecast
DOCU,NASDAQ,NASDAQ,USD,도큐사인,"DocuSign, Inc.",docusign-inc,도큐사인-주가-전망,docusign-inc-stock-forecast
DLTR,NASDAQ,NASDAQ,USD,"Dollar Tree, Inc.","Dollar Tree, Inc.",dollar-tree-inc,dollar-tree-inc-주가-전망,dollar-tree-inc-stock-forecast
DPZ,NASDAQ,NASDAQ,USD,Domino's Pizza Inc,Domino's Pizza Inc,domino-s-pizza-inc,dominos-pizza-inc-주가-전망,domino-s-pizza-inc-stock-forecast
DASH,NASDAQ,NASDAQ,USD,도어대시,"DoorDash, Inc.",doordash-inc,도어대시-주가-전망,doordash-inc-stock-forecast
DKNG,NASDAQ,NASDAQ,USD,드래프트킹스,DraftKings Inc.,draftkings-inc,드래프트킹스-주가-전망,draftkings-inc-stock-forecast
EWBC,NASDAQ,NASDAQ,USD,이스트웨스트 뱅코프,"East West Bancorp, Inc.",east-west-bancorp-inc,이스트웨스트-뱅코프-주가-전망,east-west-bancorp-inc-stock-forecast
EBAY,NASDAQ,NASDAQ,USD,이베이,eBay Inc.,ebay-inc,이베이-주가-전망,ebay-inc-stock-forecast
SATS,NASDAQ,NASDAQ,USD,EchoStar Corporation,EchoStar Corporation,echostar-corporation,echostar-corporation-주가-전망,echostar-corporation-stock-forecast
ESLT,NASDAQ,NASDAQ,USD,Elbit Systems Ltd.,Elbit Systems Ltd.,elbit-systems-ltd,elbit-systems-ltd-주가-전망,elbit-systems-ltd-stock-forecast
EA,NASDAQ,NASDAQ,USD,일렉트로닉 아츠,Electronic Arts Inc.,electronic-arts-inc,일렉트로닉-아츠-주가-전망,electronic-arts-inc-stock-forecast
ENLT,NASDAQ,NASDAQ,USD,Enlight Renewable Energy Ltd.,Enlight Renewable Energy Ltd.,enlight-renewable-energy-ltd,enlight-renewable-energy-ltd-주가-전망,enlight-renewable-energy-ltd-stock-forecast
ENTG,NASDAQ,NASDAQ,USD,엔테그리스,"Entegris, Inc.",entegris-inc,엔테그리스-주가-전망,entegris-inc-stock-forecast
EQIX,NASDAQ,NASDAQ,USD,"Equinix, Inc.","Equinix, Inc.",equinix-inc,equinix-inc-주가-전망,equinix-inc-stock-forecast
ERIC,NASDAQ,NASDAQ,USD,에릭슨,Ericsson,ericsson,에릭슨-주가-전망,ericsson-stock-forecast
ERIE,NASDAQ,NASDAQ,USD,Erie Indemnity Company,Erie Indemnity Company,erie-indemnity-company,erie-indemnity-company-주가-전망,erie-indemnity-company-stock-forecast
EVRG,NASDAQ,NASDAQ,USD,"Evergy, Inc.","Evergy, Inc.",evergy-inc,evergy-inc-주가-전망,evergy-inc-stock-forecast
EXAS,NASDAQ,NASDAQ,USD,이그젝트 사이언스,Exact Sciences Corporation,exact-sciences-corporation,이그젝트-사이언스-주가-전망,exact-sciences-corporation-stock-forecast
EXEL,NASDAQ,NASDAQ,USD,"Exelixis, Inc.","Exelixis, Inc.",exelixis-inc,exelixis-inc-주가-전망,exelixis-inc-stock-forecast
EXC,NASDAQ,NASDAQ,USD,엑셀론,Exelon Corporation,exelon-corporation,엑셀론-주가-전망,exelon-corporation-stock-forecast
EXE,NASDAQ,NASDAQ,USD,Expand Energy Corporation,Expand Energy Corporation,expand-energy-corporation,expand-energy-corporation-주가-전망,expand-energy-corporation-stock-forecast
EXPE,NASDAQ,NASDAQ,USD,익스피디아,"Expedia Group, Inc.",expedia-group-inc,익스피디아-주가-전망,expedia-group-inc-stock-forecast
FFIV,NASDAQ,NASDAQ,USD,F5,"F5, Inc.",f5-inc,f5-주가-전망,f5-inc-stock-forecast
FAST,NASDAQ,NASDAQ,USD,패스널,Fastenal Company,fastenal-company,패스널-주가-전망,fastenal-company-stock-forecast
FER,NASDAQ,NASDAQ,USD,Ferrovial SE,Ferrovial SE,ferrovial-se,ferrovial-se-주가-전망,ferrovial-se-stock-forecast
FITB,NASDAQ,NASDAQ,USD,Fifth Third Bancorp,Fifth Third Bancorp,fifth-third-bancorp,fifth-third-bancorp-주가-전망,fifth-third-bancorp-stock-forecast
FITBI,NASDAQ,NASDAQ,USD,Fifth Third Bancorp - Depositar,Fifth Third Bancorp - Depositar,fifth-third-bancorp-depositar,fifth-third-bancorp-depositar-주가-전망,fifth-third-bancorp-depositar-stock-forecast
FCNCA,NASDAQ,NASDAQ,USD,퍼스트 시티즌스 뱅크셰어즈,"First Citizens BancShares, Inc.",first-citizens-bancshares-inc,퍼스트-시티즌스-뱅크셰어즈-주가-전망,first-citizens-bancshares-inc-stock-forecast
FSLR,NASDAQ,NASDAQ,USD,퍼스트 솔라,"First Solar, Inc.",first-solar-inc,퍼스트-솔라-주가-전망,first-solar-inc-stock-forecast
FISV,NASDAQ,NASDAQ,USD,"Fiserv, Inc.","Fiserv, Inc.",fiserv-inc,fiserv-inc-주가-전망,fiserv-inc-stock-forecast
FIVE,NASDAQ,NASDAQ,USD,파이브 빌로우,"Five Below, Inc.",five-below-inc,파이브-빌로우-주가-전망,five-below-inc-stock-forecast
FLEX,NASDAQ,NASDAQ,USD,플렉스,Flex Ltd.,flex-ltd,플렉스-주가-전망,flex-ltd-stock-forecast
FTNT,NASDAQ,NASDAQ,USD,포티넷,"Fortinet, Inc.",fortinet-inc,포티넷-주가-전망,fortinet-inc-stock-forecast
FOX,NASDAQ,NASDAQ,USD,폭스 B,Fox Corporation,fox-corporation,폭스-B-주가-전망,fox-corporation-stock-forecast
FOXA,NASDAQ,NASDAQ,USD,폭스 A,Fox Corporation,fox-corporation-2,폭스-A-주가-전망,fox-corporation-2-stock-forecast
FTAI,NASDAQ,NASDAQ,USD,FTAI 에비에이션,FTAI Aviation Ltd.,ftai-aviation-ltd,FTAI-에비에이션-주가-전망,ftai-aviation-ltd-stock-forecast
FUTU,NASDAQ,NASDAQ,USD,푸투 홀딩스,Futu Holdings Limited,futu-holdings-limited,푸투-홀딩스-주가-전망,futu-holdings-limited-stock-forecast
GLPI,NASDAQ,NASDAQ,USD,"Gaming and Leisure Properties,","Gaming and Leisure Properties,",gaming-and-leisure-properties,gaming-and-leisure-properties-주가-전망,gaming-and-leisure-properties-stock-forecast
GDS,NASDAQ,NASDAQ,USD,GDS Holdings Limited,GDS Holdings Limited,gds-holdings-limited,gds-holdings-limited-주가-전망,gds-holdings-limited-stock-forecast
GEHC,NASDAQ,NASDAQ,USD,GE 헬스케어,GE HealthCare Technologies Inc.,ge-healthcare-technologies-inc,GE-헬스케어-주가-전망,ge-healthcare-technologies-inc-stock-forecast
GEN,NASDAQ,NASDAQ,USD,젠 디지털,Gen Digital Inc.,gen-digital-inc,젠-디지털-주가-전망,gen-digital-inc-stock-forecast
GMAB,NASDAQ,NASDAQ,USD,Genmab A/S,Genmab A/S,genmab-a-s,genmab-a-s-주가-전망,genmab-a-s-stock-forecast
GILD,NASDAQ,NASDAQ,USD,길리어드 사이언스,"Gilead Sciences, Inc.",gilead-sciences-inc,길리어드-사이언스-주가-전망,gilead-sciences-inc-stock-forecast
GFS,NASDAQ,NASDAQ,USD,글로벌파운드리스,GlobalFoundries Inc.,globalfoundries-inc,글로벌파운드리스-주가-전망,globalfoundries-inc-stock-forecast
GRAB,NASDAQ,NASDAQ,USD,Grab Holdings Limited,Grab Holdings Limited,grab-holdings-limited,grab-holdings-limited-주가-전망,grab-holdings-limited-stock-forecast
GH,NASDAQ,NASDAQ,USD,"Guardant Health, Inc.","Guardant Health, Inc.",guardant-health-inc,guardant-health-inc-주가-전망,guardant-health-inc-stock-forecast
HTHT,NASDAQ,NASDAQ,USD,화주 그룹,H World Group Limited,h-world-group-limited,화주-그룹-주가-전망,h-world-group-limited-stock-forecast
HAS,NASDAQ,NASDAQ,USD,해즈브로,"Hasbro, Inc.",hasbro-inc,해즈브로-주가-전망,hasbro-inc-stock-forecast
HOLX,NASDAQ,NASDAQ,USD,홀로직,"Hologic, Inc.",hologic-inc,홀로직-주가-전망,hologic-inc-stock-forecast
HON,NASDAQ,NASDAQ,USD,허니웰,Honeywell International Inc.,honeywell-international-inc,허니웰-주가-전망,honeywell-international-inc-stock-forecast
HST,NASDAQ,NASDAQ,USD,"Host Hotels & Resorts, Inc.","Host Hotels & Resorts, Inc.",host-hotels-and-resorts-inc,host-hotels-resorts-inc-주가-전망,host-hotels-and-resorts-inc-stock-forecast
HBAN,NASDAQ,NASDAQ,USD,Huntington Bancshares Incorpora,Huntington Bancshares Incorpora,huntington-bancshares-incorpora,huntington-bancshares-incorpora-주가-전망,huntington-bancshares-incorpora-stock-forecast
IDXX,NASDAQ,NASDAQ,USD,아이덱스 래버러토리스,"IDEXX Laboratories, Inc.",idexx-laboratories-inc,아이덱스-래버러토리스-주가-전망,idexx-laboratories-inc-stock-forecast
IESC,NASDAQ,NASDAQ,USD,"IES Holdings, Inc.","IES Holdings, Inc.",ies-holdings-inc,ies-holdings-inc-주가-전망,ies-holdings-inc-stock-forecast
ILMN,NASDAQ,NASDAQ,USD,일루미나,"Illumina, Inc.",illumina-inc,일루미나-주가-전망,illumina-inc-stock-forecast
IBRX,NASDAQ,NASDAQ,USD,"ImmunityBio, Inc.","ImmunityBio, Inc.",immunitybio-inc,immunitybio-inc-주가-전망,immunitybio-inc-stock-forecast
INCY,NASDAQ,NASDAQ,USD,인사이트,Incyte Corporation,incyte-corporation,인사이트-주가-전망,incyte-corporation-stock-forecast
INSM,NASDAQ,NASDAQ,USD,인스메드,Insmed Incorporated,insmed-incorporated,인스메드-주가-전망,insmed-incorporated-stock-forecast
PODD,NASDAQ,NASDAQ,USD,인슐렛,Insulet Corporation,insulet-corporation,인슐렛-주가-전망,insulet-corporation-stock-forecast
INTC,NASDAQ,NASDAQ,USD,인텔,Intel Corporation,intel,인텔-주가-전망,intel-stock-forecast
IBKR,NASDAQ,NASDAQ,USD,인터랙티브 브로커스,"Interactive Brokers Group, Inc.",interactive-brokers-group-inc,인터랙티브-브로커스-주가-전망,interactive-brokers-group-inc-stock-forecast
IDCC,NASDAQ,NASDAQ,USD,"InterDigital, Inc.","InterDigital, Inc.",interdigital-inc,interdigital-inc-주가-전망,interdigital-inc-stock-forecast
INTU,NASDAQ,NASDAQ,USD,인튜이트,Intuit Inc.,intuit-inc,인튜이트-주가-전망,intuit-inc-stock-forecast
ISRG,NASDAQ,NASDAQ,USD,인튜이티브 서지컬,"Intuitive Surgical, Inc.",intuitive-surgical-inc,인튜이티브-서지컬-주가-전망,intuitive-surgical-inc-stock-forecast
IONS,NASDAQ,NASDAQ,USD,"Ionis Pharmaceuticals, Inc.","Ionis Pharmaceuticals, Inc.",ionis-pharmaceuticals-inc,ionis-pharmaceuticals-inc-주가-전망,ionis-pharmaceuticals-inc-stock-forecast
IREN,NASDAQ,NASDAQ,USD,IREN LIMITED,IREN LIMITED,iren-limited,iren-limited-주가-전망,iren-limited-stock-forecast
JBHT,NASDAQ,NASDAQ,USD,"J.B. Hunt Transport Services, I","J.B. Hunt Transport Services, I",j-b-hunt-transport-services-i,jb-hunt-transport-services-i-주가-전망,j-b-hunt-transport-services-i-stock-forecast
JKHY,NASDAQ,NASDAQ,USD,"Jack Henry & Associates, Inc.","Jack Henry & Associates, Inc.",jack-henry-and-associates-inc,jack-henry-associates-inc-주가-전망,jack-henry-and-associates-inc-stock-forecast
JAZZ,NASDAQ,NASDAQ,USD,Jazz Pharmaceuticals plc,Jazz Pharmaceuticals plc,jazz-pharmaceuticals-plc,jazz-pharmaceuticals-plc-주가-전망,jazz-pharmaceuticals-plc-stock-forecast
JD,NASDAQ,NASDAQ,USD,징둥닷컴,"JD.com, Inc.",jd-com-inc,징둥닷컴-주가-전망,jd-com-inc-stock-forecast
KSPI,NASDAQ,NASDAQ,USD,Joint Stock Company Kaspi.kz -,Joint Stock Company Kaspi.kz -,joint-stock-company-kaspi-kz,joint-stock-company-kaspikz-주가-전망,joint-stock-company-kaspi-kz-stock-forecast
KDP,NASDAQ,NASDAQ,USD,큐리그 닥터페퍼,Keurig Dr Pepper Inc.,keurig-dr-pepper-inc,큐리그-닥터페퍼-주가-전망,keurig-dr-pepper-inc-stock-forecast
KMB,NASDAQ,NASDAQ,USD,Kimberly-Clark Corporation,Kimberly-Clark Corporation,kimberly-clark-corporation,kimberly-clark-corporation-주가-전망,kimberly-clark-corporation-stock-forecast
KLAC,NASDAQ,NASDAQ,USD,KLA,KLA Corporation,kla-corporation,kla-주가-전망,kla-corporation-stock-forecast
KTOS,NASDAQ,NASDAQ,USD,Kratos Defense & Security Solut,Kratos Defense & Security Solut,kratos-defense-and-security-solut,kratos-defense-security-solut-주가-전망,kratos-defense-and-security-solut-stock-forecast
LRCX,NASDAQ,NASDAQ,USD,램리서치,Lam Research Corporation,lam-research-corporation,램리서치-주가-전망,lam-research-corporation-stock-forecast
LAMR,NASDAQ,NASDAQ,USD,라마 광고,Lamar Advertising Company,lamar-advertising-company,라마-광고-주가-전망,lamar-advertising-company-stock-forecast
LSCC,NASDAQ,NASDAQ,USD,Lattice Semiconductor Corporati,Lattice Semiconductor Corporati,lattice-semiconductor-corporati,lattice-semiconductor-corporati-주가-전망,lattice-semiconductor-corporati-stock-forecast
DRS,NASDAQ,NASDAQ,USD,"Leonardo DRS, Inc.","Leonardo DRS, Inc.",leonardo-drs-inc,leonardo-drs-inc-주가-전망,leonardo-drs-inc-stock-forecast
LI,NASDAQ,NASDAQ,USD,리 오토,Li Auto Inc.,li-auto-inc,리-오토-주가-전망,li-auto-inc-stock-forecast
LLYVK,NASDAQ,NASDAQ,USD,"Liberty Live Holdings, Inc. - S","Liberty Live Holdings, Inc. - S",liberty-live-holdings-inc-s,liberty-live-holdings-inc-s-주가-전망,liberty-live-holdings-inc-s-stock-forecast
FWONA,NASDAQ,NASDAQ,USD,Liberty Media Corporation - Ser,Liberty Media Corporation - Ser,liberty-media-corporation-ser,liberty-media-corporation-ser-주가-전망,liberty-media-corporation-ser-stock-forecast
FWONK,NASDAQ,NASDAQ,USD,Liberty Media Corporation - Ser,Liberty Media Corporation - Ser,liberty-media-corporation-ser-2,liberty-media-corporation-ser-주가-전망-fwonk,liberty-media-corporation-ser-2-stock-forecast
LECO,NASDAQ,NASDAQ,USD,"Lincoln Electric Holdings, Inc.","Lincoln Electric Holdings, Inc.",lincoln-electric-holdings-inc,lincoln-electric-holdings-inc-주가-전망,lincoln-electric-holdings-inc-stock-forecast
LIN,NASDAQ,NASDAQ,USD,린데,Linde plc,linde-plc,린데-주가-전망,linde-plc-stock-forecast
LINE,NASDAQ,NASDAQ,USD,"Lineage, Inc.","Lineage, Inc.",lineage-inc,lineage-inc-주가-전망,lineage-inc-stock-forecast
LOGI,NASDAQ,NASDAQ,USD,로지텍,Logitech International S.A. - R,logitech-international-s-a-r,로지텍-주가-전망,logitech-international-s-a-r-stock-forecast
LPLA,NASDAQ,NASDAQ,USD,LPL 파이낸셜,LPL Financial Holdings Inc.,lpl-financial-holdings-inc,LPL-파이낸셜-주가-전망,lpl-financial-holdings-inc-stock-forecast
LULU,NASDAQ,NASDAQ,USD,룰루레몬,lululemon athletica inc.,lululemon-athletica-inc,룰루레몬-주가-전망,lululemon-athletica-inc-stock-forecast
LITE,NASDAQ,NASDAQ,USD,Lumentum Holdings Inc.,Lumentum Holdings Inc.,lumentum-holdings-inc,lumentum-holdings-inc-주가-전망,lumentum-holdings-inc-stock-forecast
MTSI,NASDAQ,NASDAQ,USD,MACOM Technology Solutions Hold,MACOM Technology Solutions Hold,macom-technology-solutions-hold,macom-technology-solutions-hold-주가-전망,macom-technology-solutions-hold-stock-forecast
MDGL,NASDAQ,NASDAQ,USD,"Madrigal Pharmaceuticals, Inc.","Madrigal Pharmaceuticals, Inc.",madrigal-pharmaceuticals-inc,madrigal-pharmaceuticals-inc-주가-전망,madrigal-pharmaceuticals-inc-stock-forecast
CART,NASDAQ,NASDAQ,USD,인스타카트,Maplebear Inc.,maplebear-inc,인스타카트-주가-전망,maplebear-inc-stock-forecast
MAR,NASDAQ,NASDAQ,USD,메리어트 인터내셔널,Marriott International,marriott-international,메리어트-인터내셔널-주가-전망,marriott-international-stock-forecast
MRVL,NASDAQ,NASDAQ,USD,마벨 테크놀로지,"Marvell Technology, Inc.",marvell-technology-inc,마벨-테크놀로지-주가-전망,marvell-technology-inc-stock-forecast
MASI,NASDAQ,NASDAQ,USD,Masimo Corporation,Masimo Corporation,masimo-corporation,masimo-corporation-주가-전망,masimo-corporation-stock-forecast
MDLN,NASDAQ,NASDAQ,USD,Medline Inc.,Medline Inc.,medline-inc,medline-inc-주가-전망,medline-inc-stock-forecast
MEDP,NASDAQ,NASDAQ,USD,"Medpace Holdings, Inc.","Medpace Holdings, Inc.",medpace-holdings-inc,medpace-holdings-inc-주가-전망,medpace-holdings-inc-stock-forecast
MELI,NASDAQ,NASDAQ,USD,메르카도리브레,"MercadoLibre, Inc.",mercadolibre-inc,메르카도리브레-주가-전망,mercadolibre-inc-stock-forecast
META,NASDAQ,NASDAQ,USD,메타,"Meta Platforms, Inc.",meta,메타-주가-전망,meta-stock-forecast
MCHP,NASDAQ,NASDAQ,USD,마이크로칩 테크놀로지,Microchip Technology Incorporat,microchip-technology-incorporat,마이크로칩-테크놀로지-주가-전망,microchip-technology-incorporat-stock-forecast
MU,NASDAQ,NASDAQ,USD,마이크론 테크놀로지,"Micron Technology, Inc.",micron-technology-inc,마이크론-테크놀로지-주가-전망,micron-technology-inc-stock-forecast
MSFT,NASDAQ,NASDAQ,USD,마이크로소프트,Microsoft Corporation,microsoft,마이크로소프트-주가-전망,microsoft-stock-forecast
TIGO,NASDAQ,NASDAQ,USD,Millicom International Cellular,Millicom International Cellular,millicom-international-cellular,millicom-international-cellular-주가-전망,millicom-international-cellular-stock-forecast
MKSI,NASDAQ,NASDAQ,USD,MKS Inc.,MKS Inc.,mks-inc,mks-inc-주가-전망,mks-inc-stock-forecast
MRNA,NASDAQ,NASDAQ,USD,모더나,"Moderna, Inc.",moderna-inc,모더나-주가-전망,moderna-inc-stock-forecast
MDLZ,NASDAQ,NASDAQ,USD,몬델리즈,"Mondelez International, Inc.",mondelez-international-inc,몬델리즈-주가-전망,mondelez-international-inc-stock-forecast
MDB,NASDAQ,NASDAQ,USD,몽고DB,"MongoDB, Inc.",mongodb-inc,몽고DB-주가-전망,mongodb-inc-stock-forecast
MPWR,NASDAQ,NASDAQ,USD,모놀리식 파워 시스템즈,"Monolithic Power Systems, Inc.",monolithic-power-systems-inc,모놀리식-파워-시스템즈-주가-전망,monolithic-power-systems-inc-stock-forecast
MNST,NASDAQ,NASDAQ,USD,몬스터 베버리지,Monster Beverage Corporation,monster-beverage-corporation,몬스터-베버리지-주가-전망,monster-beverage-corporation-stock-forecast
NDAQ,NASDAQ,NASDAQ,USD,나스닥,"Nasdaq, Inc.",nasdaq-inc,나스닥-주가-전망,nasdaq-inc-stock-forecast
NTRA,NASDAQ,NASDAQ,USD,나테라,"Natera, Inc.",natera-inc,나테라-주가-전망,natera-inc-stock-forecast
NBIS,NASDAQ,NASDAQ,USD,Nebius Group N.V.,Nebius Group N.V.,nebius-group-n-v,nebius-group-nv-주가-전망,nebius-group-n-v-stock-forecast
NTAP,NASDAQ,NASDAQ,USD,넷앱,"NetApp, Inc.",netapp-inc,넷앱-주가-전망,netapp-inc-stock-forecast
NTES,NASDAQ,NASDAQ,USD,넷이즈,"NetEase, Inc.",netease-inc,넷이즈-주가-전망,netease-inc-stock-forecast
NFLX,NASDAQ,NASDAQ,USD,넷플릭스,"Netflix, Inc.",netflix,넷플릭스-주가-전망,netflix-stock-forecast
NBIX,NASDAQ,NASDAQ,USD,뉴로크라인 바이오사이언스,"Neurocrine Biosciences, Inc.",neurocrine-biosciences-inc,뉴로크라인-바이오사이언스-주가-전망,neurocrine-biosciences-inc-stock-forecast
NWS,NASDAQ,NASDAQ,USD,뉴스 코프 B,News Corporation,news-corporation,뉴스-코프-B-주가-전망,news-corporation-stock-forecast
NWSA,NASDAQ,NASDAQ,USD,뉴스 코프 A,News Corporation,news-corporation-2,뉴스-코프-A-주가-전망,news-corporation-2-stock-forecast
NXT,NASDAQ,NASDAQ,USD,넥스터 트래커,Nextpower Inc.,nextpower-inc,넥스터-트래커-주가-전망,nextpower-inc-stock-forecast
NDSN,NASDAQ,NASDAQ,USD,Nordson Corporation,Nordson Corporation,nordson-corporation,nordson-corporation-주가-전망,nordson-corporation-stock-forecast
NTRS,NASDAQ,NASDAQ,USD,Northern Trust Corporation,Northern Trust Corporation,northern-trust-corporation,northern-trust-corporation-주가-전망,northern-trust-corporation-stock-forecast
NVMI,NASDAQ,NASDAQ,USD,노바,Nova Ltd.,nova-ltd,노바-주가-전망,nova-ltd-stock-forecast
NTNX,NASDAQ,NASDAQ,USD,뉴타닉스,"Nutanix, Inc.",nutanix-inc,뉴타닉스-주가-전망,nutanix-inc-stock-forecast
NVDA,NASDAQ,NASDAQ,USD,엔비디아,NVIDIA Corporation,nvidia,엔비디아-주가-전망,nvidia-stock-forecast
NXPI,NASDAQ,NASDAQ,USD,NXP 반도체,NXP Semiconductors N.V.,nxp-semiconductors-n-v,NXP-반도체-주가-전망,nxp-semiconductors-n-v-stock-forecast
ORLY,NASDAQ,NASDAQ,USD,오라일리 오토모티브,"O'Reilly Automotive, Inc.",o-reilly-automotive-inc,오라일리-오토모티브-주가-전망,o-reilly-automotive-inc-stock-forecast
OKTA,NASDAQ,NASDAQ,USD,옥타,"Okta, Inc.",okta-inc,옥타-주가-전망,okta-inc-stock-forecast
ODFL,NASDAQ,NASDAQ,USD,올드 도미니언 프레이트 라인,"Old Dominion Freight Line, Inc.",old-dominion-freight-line-inc,올드-도미니언-프레이트-라인-주가-전망,old-dominion-freight-line-inc-stock-forecast
ON,NASDAQ,NASDAQ,USD,온세미,ON Semiconductor Corporation,on-semiconductor-corporation,온세미-주가-전망,on-semiconductor-corporation-stock-forecast
PCAR,NASDAQ,NASDAQ,USD,팩카,PACCAR Inc.,paccar-inc,팩카-주가-전망,paccar-inc-stock-forecast
PLTR,NASDAQ,NASDAQ,USD,팔란티어,Palantir Technologies Inc.,palantir,팔란티어-주가-전망,palantir-stock-forecast
PANW,NASDAQ,NASDAQ,USD,팔로알토 네트웍스,"Palo Alto Networks, Inc.",palo-alto-networks,팔로알토-네트웍스-주가-전망,palo-alto-networks-stock-forecast
PSKY,NASDAQ,NASDAQ,USD,Paramount Skydance Corporation,Paramount Skydance Corporation,paramount-skydance-corporation,paramount-skydance-corporation-주가-전망,paramount-skydance-corporation-stock-forecast
PAYX,NASDAQ,NASDAQ,USD,페이첵스,"Paychex, Inc.",paychex-inc,페이첵스-주가-전망,paychex-inc-stock-forecast
PYPL,NASDAQ,NASDAQ,USD,페이팔,"PayPal Holdings, Inc.",paypal,페이팔-주가-전망,paypal-stock-forecast
